lon,lat
-80.34586879999999,33.9273697
-81.042881,34.9600112
-80.2312219,33.001872
-80.1020973,33.0553517
-79.7774778,32.8750092
-80.0646996,32.9749308
-79.9947,32.7822448
-79.8506467,32.8097799
-79.7797183,32.8759336
-79.99286479999999,33.2022735
-81.2220614,33.0350523
-80.35897609999999,33.9475417
-82.168233,34.1710132
-80.79336649999999,34.714429
-82.3684675,34.8121905
-80.07710829999999,34.3806662
-82.0142597,34.4990116
-80.10525559999999,34.3502887
-80.105357,34.3501644
-81.121526,34.0067465
-80.86662079999999,33.5015189
-80.8660142,33.5012417
-82.56971329999999,34.8283295
-81.9246402,34.93865359999999
-79.28946479999999,33.3871094
-79.0269383,33.6308719
-79.0269383,33.6308719
-81.741311,33.5098382
-82.51409869999999,34.8073068
-81.04809759999999,34.9542315
-81.219991,34.9861114
-80.070968,32.9763081
-81.63149829999999,34.7151391
-79.90684639999999,32.8600543
-82.404652,34.8444189
-82.3753814,34.8230209
-80.73299949999999,32.1724782
-80.91416319999999,34.1410877
-82.3632398,34.8777953
-81.976599,34.9968736
-82.1598121,34.1907461
-81.0307765,34.0270778
-80.6685079,32.9227948
-81.7230871,33.564496
-80.6685079,32.9227948
-81.0431108,32.30518
-80.4228976,33.4424899
-82.15739529999999,34.1716591
-80.7066469,32.2176836
-81.80572649999999,33.8334283
-79.0430531,33.5605554
-79.139367,33.4335251
-80.67149239999999,32.918389
-80.6598301,32.9051989
-82.2389235,34.3896782
-81.9451818,34.9841345
-80.9363602,34.0861515
-80.0323518,32.8087778
-79.8052584,34.1904929
-79.8164367,33.6595687
-79.8179868,33.6603673
-81.4400083,33.4044356
-81.1031299,34.372088
-81.2389288,34.9975747
-81.0480762,34.9508002
